engine_cc,horsepower,weight_kg,fuel_type,kmpl,road_type,avg_speed_kmph,ac_on,tyre_psi,traffic_level,payload_kg
3000.0,,,Premium,8.924999999999999,city,41.22637121240878,1,34.4,low,187.10696262309293
4600.0,,,Premium,7.6499999999999995,city,41.99561259681042,1,33.2,medium,59.61539165746131
5700.0,,,Premium,8.075,highway,87.2198987032452,0,34.2,low,81.70575831707788
5700.0,,,Premium,8.5,city,41.78975142354602,1,33.1,medium,176.88818762498812
3200.0,,,Premium,8.924999999999999,city,32.92511298168701,1,28.6,medium,136.7802739681841
3200.0,,,Premium,7.6499999999999995,hilly,48.26222264154578,1,36.0,low,155.12449472974515
8300.0,,,Premium,5.5249999999999995,highway,71.99330704040156,0,37.3,low,120.63522808884404
3600.0,,,Premium,4.675,highway,105.82348908944341,1,34.1,low,69.15116302807063
1800.0,,,Regular,9.775,city,34.51371927479277,1,32.4,high,104.5203747861087
3600.0,,,Premium,5.1,city,31.420909970932556,1,29.5,low,52.66273928917303
3600.0,,,Premium,4.675,city,31.660505621984925,1,32.2,low,143.77226368187516
5700.0,,,Premium,4.675,hilly,52.0763269344609,0,30.2,low,133.7414933700906
5700.0,,,Premium,4.675,highway,72.76493109913801,0,32.2,high,132.4029763679784
3900.0,,,Premium,7.6499999999999995,highway,92.86978845370771,1,31.5,low,182.61468261194364
3900.0,,,Premium,7.6499999999999995,hilly,51.883072521688106,0,32.9,medium,90.54826217416714
1000.0,,,Regular,19.974999999999998,city,39.86924013964362,0,32.4,low,123.65767299066988
1000.0,,,Regular,22.099999999999998,highway,99.73301800457915,0,32.8,low,62.10974580702772
2200.0,,,Premium,8.5,city,37.05414513494658,0,32.6,high,87.57964376718998
5000.0,,,Premium,4.25,city,43.47612712179873,1,33.8,medium,124.65438441884044
1800.0,,,Regular,9.775,hilly,62.03622155189437,1,31.7,medium,150.67834932878915
5000.0,,,Premium,4.675,highway,78.12971602192512,1,28.9,low,80.42277346778664
6200.0,,,Premium,4.25,city,35.595627371976654,1,32.3,medium,17.56766356759563
6200.0,,,Premium,4.675,city,35.831880049559985,1,35.9,low,34.758366985521405
3500.0,,,Premium,6.8,highway,105.0792204161002,0,32.3,high,163.92133637514385
4200.0,,,Premium,5.1,city,29.5874206961534,1,31.0,low,110.9984191041656
4200.0,,,Premium,5.1,highway,82.4892546525526,1,33.3,medium,127.44990013483984
1800.0,,,Premium,9.35,highway,101.21514460824714,0,33.3,high,66.1711546853857
1800.0,,,Premium,9.775,city,39.17064860922839,0,36.0,low,145.34747260519876
1800.0,,,Premium,9.35,city,43.8937210538095,0,32.8,low,175.240735708415
1800.0,,,Premium,8.5,city,33.03618979884043,1,28.8,medium,125.63234545186894
3900.0,,,Premium,6.8,hilly,40.53575337533517,0,33.7,low,145.51358796482543
5000.0,,,Premium,7.225,city,29.254067576199027,0,34.4,medium,87.93190211734225
5400.0,,,Premium,6.375,highway,86.03140824334415,1,33.4,low,130.24432254576294
5500.0,,,Premium,5.95,city,30.539351652878466,0,35.1,low,141.56894740385917
2300.0,,,Premium,9.35,highway,85.40248105686939,0,31.7,low,123.97218345454552
2300.0,,,Premium,8.924999999999999,city,36.56611696366995,1,34.6,low,218.49425346930627
3200.0,,,Premium,7.225,city,27.182638808517346,1,37.7,low,77.06093508526386
3200.0,,,Premium,8.5,highway,92.698735332464,0,32.8,low,15.322561203444252
3200.0,,,Premium,8.075,highway,106.48558663872387,1,31.6,high,152.56105032335418
3500.0,,,Premium,8.5,city,36.38392378802979,1,32.1,low,149.4808543995787
3500.0,,,Premium,8.075,city,34.56600099568915,1,31.8,high,115.61853894756794
2400.0,,,Diesel,9.775,hilly,69.87983452499552,1,34.9,high,105.67093289675914
3500.0,,,Premium,8.5,city,42.00105819425241,1,33.7,high,200.93321248979214
3500.0,,,Premium,8.075,city,35.26666361166738,0,32.9,low,148.1196305468263
2700.0,,,Premium,8.924999999999999,city,34.89910066884223,1,38.0,low,97.64666578304579
2700.0,,,Premium,8.075,city,31.566814388451206,1,31.1,low,109.81406091400467
3200.0,,,Premium,8.075,highway,111.1320539916964,1,35.0,low,193.71800335313014
3200.0,,,Premium,7.6499999999999995,highway,72.52497908039338,1,35.6,low,76.44302725324519
3600.0,,,Premium,6.8,highway,87.90666933555191,1,33.8,low,85.08731808138816
5700.0,,,Premium,4.675,highway,84.38566640214806,1,31.8,medium,156.0027499647093
3600.0,,,Premium,6.8,city,45.551515867845325,0,31.9,low,104.59886512802518
1800.0,,,Regular,10.625,highway,99.8905823660049,1,30.9,low,189.00375827672852
2700.0,,,Regular,7.6499999999999995,city,33.96993516723826,1,36.8,low,126.87822542152614
1800.0,,,Regular,11.049999999999999,city,40.090957708291455,0,32.7,medium,118.14643692755075
5900.0,,,Premium,5.5249999999999995,highway,82.26305759571432,0,31.3,medium,128.88914470681746
1800.0,,,Premium,8.924999999999999,city,36.74259356035945,1,31.4,low,76.16463729962533
1800.0,,,Premium,8.924999999999999,city,31.95662629282569,1,37.7,low,139.62695721583637
3200.0,,,Premium,9.35,city,38.48165995062947,1,32.4,high,111.65429137404388
2500.0,,,Premium,8.5,highway,92.93784712510087,0,31.2,medium,31.738968829557663
2500.0,,,Premium,8.075,city,31.983683910071957,1,31.8,high,99.00773606320354
2500.0,,,Premium,8.924999999999999,highway,89.41248669434749,0,36.1,low,131.0288929306843
3000.0,,,Premium,8.5,highway,95.88602658726255,0,33.9,low,102.9098494775138
3000.0,,,Premium,8.075,highway,92.2726349256729,1,32.3,low,154.83473341302945
2600.0,,,Premium,7.6499999999999995,city,39.21048512461973,0,32.9,high,131.70375869542573
2700.0,,,Regular,8.5,highway,101.66354880274487,0,36.1,medium,146.02615070126626
3000.0,,,Premium,8.5,city,39.81354207418342,1,32.5,high,131.75825556520405
3200.0,,,Premium,7.225,hilly,54.10061858286365,1,32.6,low,117.9071748252577
3200.0,,,Premium,6.8,highway,89.36276581773878,0,31.8,low,102.91583743618487
4200.0,,,Premium,8.075,city,29.765347856114033,1,30.0,high,72.6616767642879
4200.0,,,Premium,7.225,highway,88.11485009645097,0,36.5,high,126.26888062071826
4300.0,,,Premium,7.6499999999999995,highway,96.96166966902905,0,36.4,low,102.45461189359919
1600.0,,,Premium,10.625,city,36.15920340734591,1,32.9,low,138.85025285114097
1600.0,,,Premium,11.9,city,37.16649164780167,0,34.0,medium,100.88693188120222
1600.0,,,Premium,10.625,highway,96.71117360720922,0,31.9,low,146.02620488972804
2400.0,,,Regular,9.775,highway,89.15980163524543,1,35.4,medium,116.55412100392432
3400.0,,,Regular,6.8,highway,98.96746383689634,1,33.1,medium,114.6100572943005
2400.0,,,Regular,8.5,city,39.89847752252607,0,38.2,medium,48.48435975969346
3000.0,,,Premium,8.924999999999999,highway,113.18682376027073,0,37.3,high,96.49215303939697
3000.0,,,Premium,8.924999999999999,highway,71.63602228493212,1,29.1,high,51.3866642451207
3000.0,,,Premium,8.924999999999999,highway,96.6607450554015,1,29.6,low,56.41181153035948
3000.0,,,Premium,8.924999999999999,city,41.21127390359827,1,35.1,medium,109.79443859543164
3600.0,,,Premium,8.075,city,32.254561281607366,1,30.8,high,124.55385118796742
3600.0,,,Premium,8.075,highway,84.8513488890931,1,30.8,medium,176.61244501002773
3600.0,,,Premium,8.075,city,39.17802340833866,1,34.5,low,66.19792619405143
3600.0,,,Premium,8.075,city,34.90386011573267,1,31.9,medium,13.68047972424337
3600.0,,,Premium,8.075,highway,107.77454901078504,1,32.2,medium,109.34578433838027
3400.0,,,Regular,7.225,city,33.69944084407577,1,35.4,low,117.53391081902555
3600.0,,,Premium,8.075,city,27.94453980097402,1,33.1,medium,89.48275067475689
3600.0,,,Premium,7.225,city,35.850599445419206,1,33.5,medium,165.56972181938698
3600.0,,,Premium,7.6499999999999995,highway,62.04980292485625,1,32.3,low,130.62647234451757
3600.0,,,Premium,7.6499999999999995,hilly,43.35625993465676,1,32.5,high,78.40160906017
3600.0,,,Premium,7.225,city,33.97526956523703,0,33.6,high,134.3561248497729
3600.0,,,Premium,7.6499999999999995,city,35.17749279859563,1,32.1,low,73.449061339259
3600.0,,,Premium,7.6499999999999995,highway,96.1036488546726,1,30.2,low,181.90794551600072
3600.0,,,Premium,7.225,city,33.726892993985494,1,33.9,medium,179.74561490186812
3600.0,,,Premium,7.6499999999999995,hilly,46.124680224897155,1,31.3,low,112.07897705148508
3600.0,,,Premium,7.6499999999999995,highway,90.6264214178961,1,32.4,medium,109.65221760812062
3400.0,,,Regular,6.375,city,34.7915895748605,0,33.1,low,126.16468058003402
3600.0,,,Premium,8.075,city,25.054329748006435,1,34.3,medium,168.77903569348598
3600.0,,,Premium,8.075,city,27.07315465150048,1,30.0,high,112.80377586611458
3600.0,,,Premium,8.075,highway,94.12504341003654,1,34.8,medium,115.48626999924379
3600.0,,,Premium,6.8,city,34.78383207563445,1,31.3,low,186.97643405077673
3600.0,,,Premium,6.8,highway,87.94087446852363,0,37.9,medium,83.51366364088602
3600.0,,,Premium,6.375,highway,78.62849926710629,1,35.4,low,133.68296764536447
3600.0,,,Premium,6.8,highway,100.71916074793002,0,37.0,low,140.42411348457136
3600.0,,,Premium,6.375,highway,97.30775528933823,1,34.3,high,170.83413392007702
3600.0,,,Premium,6.8,city,37.2255988524932,1,32.2,high,188.83559697067716
3600.0,,,Premium,6.8,highway,88.18384537465914,0,33.4,medium,107.753941887554
3400.0,,,Regular,6.8,highway,95.47069216322289,0,33.7,high,86.14811007799096
3600.0,,,Premium,6.8,city,27.28683862184181,1,31.0,high,175.1272441294207
1800.0,,,Premium,10.2,city,37.372365517455975,1,31.6,high,115.32656831080175
1800.0,,,Premium,9.35,city,37.77625616856812,0,32.6,high,91.39910825286009
2000.0,,,Regular,10.2,city,40.49829576236878,0,33.2,high,122.18508097072491
2000.0,,,Regular,9.35,highway,89.92073113788975,1,34.8,medium,99.22920581261641
2000.0,,,Regular,11.049999999999999,city,29.200561646472636,1,32.3,high,36.06268736798499
2000.0,,,Premium,10.2,highway,65.50359824809021,0,34.4,low,145.64643796155048
2000.0,,,Regular,10.625,hilly,52.7341424531646,0,31.7,high,167.84795755085014
1800.0,,,Premium,9.775,city,35.00593873333913,1,33.8,low,120.91646414387903
3000.0,,,Premium,8.924999999999999,highway,88.14124021653586,1,35.0,high,99.91070271101458
1800.0,,,Premium,8.5,city,34.032095506516065,1,31.7,high,126.56192397193817
3000.0,,,Premium,8.075,city,45.00503500833465,1,33.1,medium,167.49593918818962
4200.0,,,Premium,6.8,city,35.279921197816364,1,34.5,high,127.02426546175374
4200.0,,,Premium,7.6499999999999995,city,43.138345077531525,1,30.7,low,130.44769415479587
2500.0,,,Premium,8.924999999999999,city,22.965716765499373,1,32.7,medium,133.39391600124162
2500.0,,,Premium,8.5,city,37.431749529184394,1,33.0,high,199.97720420652067
2500.0,,,Premium,9.35,city,35.11653662732165,1,32.2,medium,121.66323906802731
3000.0,,,Premium,8.924999999999999,city,24.531828588304123,1,33.4,low,41.93325621703515
3000.0,,,Premium,8.5,highway,87.98475143299963,1,30.4,low,79.5594823345035
3000.0,,,Premium,8.924999999999999,city,28.811210771597533,1,33.3,medium,155.8322427115508
4400.0,,,Premium,7.6499999999999995,highway,84.83979774274223,0,34.4,high,148.33546065459248
1800.0,,,Regular,10.2,hilly,46.27018641268931,0,33.3,medium,135.01695922523558
4400.0,,,Premium,8.075,highway,88.92404502703106,0,34.0,low,65.02616599047167
4400.0,,,Premium,7.225,highway,87.6482217391114,1,33.2,medium,76.69731495681563
4400.0,,,Premium,6.8,highway,78.87386375934585,1,32.1,high,130.86775251123154
4400.0,,,Premium,8.075,highway,84.44690310252318,0,33.0,low,59.95091693609762
4400.0,,,Premium,6.8,hilly,50.312350620115076,0,34.0,low,135.77793320973586
3200.0,,,Premium,7.225,hilly,42.08220653180841,0,35.2,high,62.13684066516293
3200.0,,,Premium,7.225,city,37.10457408277866,1,31.0,medium,168.51020088785538
3800.0,,,Regular,8.5,highway,86.40635510437342,0,33.1,low,139.7378605017926
3800.0,,,Regular,8.924999999999999,highway,97.65083778166695,0,37.1,medium,177.52095878239408
3900.0,,,Regular,8.5,city,38.45919561587624,1,34.5,high,81.61665034555607
1800.0,,,Premium,8.924999999999999,highway,79.13972589389891,0,33.6,medium,183.45628421944505
3900.0,,,Regular,8.924999999999999,highway,105.52207178530773,1,31.4,low,170.349319310537
4600.0,,,Regular,7.6499999999999995,highway,84.48230929937081,1,34.1,medium,120.18122549975432
4600.0,,,Regular,7.225,city,33.65566535546038,0,33.1,high,84.76591265287786
4600.0,,,Regular,7.6499999999999995,city,36.314681190154026,0,31.9,low,152.68468463422886
4600.0,,,Regular,7.6499999999999995,city,43.93182406007992,0,33.8,low,124.6833862645877
4600.0,,,Regular,7.225,highway,86.73556882384504,1,33.4,medium,134.6740377446968
2000.0,,,Regular,9.35,hilly,61.13958861606828,1,33.3,low,179.39009821513784
2000.0,,,Regular,9.775,highway,78.12430368505288,1,29.9,low,188.4815023847218
2700.0,,,Regular,8.5,city,29.909436900007464,1,32.1,low,95.69030992884768
2700.0,,,Regular,8.5,city,27.14090409742319,1,34.6,high,132.50490024016935
1800.0,,,Regular,11.475,highway,95.38724727747072,0,31.4,low,154.87079696889887
2700.0,,,Regular,8.075,highway,91.10373904664321,1,29.1,medium,203.68634432623134
4200.0,,,Premium,8.075,highway,89.51546261534062,1,33.6,medium,140.80975825818805
4200.0,,,Premium,7.225,city,39.39125582032702,1,30.8,low,133.60635323326335
4200.0,,,Premium,5.1,city,34.191616389663054,0,33.7,medium,58.959192600876904
4200.0,,,Premium,5.1,highway,73.20705315911646,1,36.8,high,106.52743051466638
1300.0,,,Premium,7.6499999999999995,highway,81.86079632590719,0,32.9,high,121.27743469754232
1300.0,,,Premium,7.6499999999999995,city,35.68398971928502,0,34.0,medium,148.54186437908302
3200.0,,,Premium,8.5,hilly,54.43245485812404,0,32.8,medium,153.79010187677477
3200.0,,,Premium,8.5,highway,81.22453884519564,0,34.0,medium,45.16838716443486
5000.0,,,Premium,7.225,hilly,65.24290366782489,0,33.3,medium,105.92072099147182
2000.0,,,Regular,9.35,city,28.768827062335998,0,33.0,low,130.30405845801155
5000.0,,,Premium,7.225,city,39.42493823764435,1,35.9,low,147.10842786150295
5400.0,,,Premium,6.8,hilly,39.96366421124024,1,33.0,high,144.921076795051
5400.0,,,Premium,6.8,hilly,32.95648097454751,1,36.4,low,115.51882166180117
2400.0,,,Regular,8.924999999999999,hilly,53.706091271464935,0,33.3,low,120.13426801528416
2400.0,,,Regular,9.775,highway,95.6880277307311,1,33.0,low,122.9004814706914
2400.0,,,Regular,8.924999999999999,city,36.37832045919919,0,32.5,medium,63.80142682559834
3000.0,,,Premium,8.924999999999999,city,37.727450663103625,0,31.2,high,55.875435313223434
3000.0,,,Premium,8.924999999999999,city,37.1870912463204,1,32.0,low,124.21358644396734
3000.0,,,Premium,8.924999999999999,hilly,62.11828675035311,1,33.4,medium,138.9146237423548
3000.0,,,Premium,8.924999999999999,city,34.88391189669041,1,33.4,medium,98.0280286137175
2600.0,,,Premium,8.075,highway,116.27414396778327,0,32.6,low,132.7711015401392
2000.0,,,Regular,10.625,hilly,44.36240826735827,0,35.1,low,140.7088147412836
4600.0,,,Premium,7.6499999999999995,hilly,43.195424972732994,0,33.3,low,97.5859487964341
2000.0,,,Premium,9.35,hilly,65.32093102600753,0,33.3,medium,151.89540881557264
2000.0,,,Premium,9.35,highway,105.77072413817275,0,34.3,high,66.29552389785327
2000.0,,,Premium,8.5,city,32.81225731774495,0,36.3,medium,189.54012868284133
2000.0,,,Premium,8.075,hilly,43.858404793136344,0,33.3,low,61.18049550943419
2000.0,,,Premium,8.5,city,40.247912605210665,0,29.2,low,102.37523015679447
2500.0,,,Regular,9.35,city,35.72362704856269,1,29.2,medium,56.248283410286035
2500.0,,,Regular,8.924999999999999,hilly,48.97308423180256,0,33.3,medium,197.89886611726575
2500.0,,,Premium,7.6499999999999995,highway,94.10803142462665,0,29.7,medium,129.10207502111825
3300.0,,,Regular,8.924999999999999,highway,96.12802942979202,0,31.0,low,138.47663833207616
2500.0,,,Regular,9.775,city,33.06684857941636,0,33.3,medium,27.626537499515322
1800.0,,,Regular,11.9,highway,90.37221470086445,1,32.9,low,57.29621806719094
1800.0,,,Regular,11.049999999999999,hilly,36.095806039023174,1,29.0,low,115.38518828709171
1800.0,,,Premium,10.625,highway,77.39024101399012,1,30.6,low,76.3029375355793
1800.0,,,Premium,10.2,city,33.57525875878577,0,31.4,low,135.4697049774068
1500.0,,,Regular,12.75,highway,101.76527297326605,0,34.2,low,83.15876233186935
1500.0,,,Regular,12.75,highway,104.65135359055445,1,33.4,medium,179.78591708702396
1800.0,,,Premium,9.775,hilly,44.058936998135536,0,34.3,medium,116.16181234375173
1800.0,,,Premium,10.2,city,40.496697139085,0,34.7,high,61.33239002683272
1800.0,,,Premium,9.775,highway,74.75379560545007,1,34.7,low,33.59193107475804
1900.0,,,Diesel,15.299999999999999,city,30.96846693261924,1,32.8,medium,136.96154407697625
2500.0,,,Regular,10.2,city,35.41907163550018,1,35.4,medium,141.45977291489277
1900.0,,,Diesel,14.025,city,41.88716920030127,0,32.9,high,113.27019036590553
2000.0,,,Regular,10.2,highway,80.41275381115827,1,28.3,medium,118.03317487420851
2000.0,,,Regular,10.2,highway,84.62805246493247,0,32.5,high,109.34290602709447
3200.0,,,Premium,8.075,city,36.46761595793171,1,33.4,medium,150.82524124414869
2300.0,,,Premium,8.075,city,31.64211473634404,1,28.8,high,118.82407977726392
2300.0,,,Premium,8.5,city,34.39756843320611,0,31.4,low,144.76058413743064
2400.0,,,Premium,8.075,city,27.047515311154587,0,35.2,high,179.01915081138128
2400.0,,,Premium,9.35,highway,100.44358911436684,1,30.7,low,151.87491559203613
2400.0,,,Premium,9.775,city,41.15227705392205,1,32.5,low,114.47510428818902
1800.0,,,Premium,9.775,city,39.07832184371144,0,37.2,low,90.39333586262386
3000.0,,,Regular,8.5,hilly,53.12385460345017,0,34.1,low,168.37457973283375
1800.0,,,Premium,9.775,city,29.934626142186403,0,33.0,medium,106.48266557753875
3000.0,,,Premium,8.924999999999999,highway,95.5503234598848,0,32.3,medium,106.74533130924577
1800.0,,,Premium,9.35,highway,83.88295071472962,1,34.8,medium,113.06271024467773
1800.0,,,Premium,8.924999999999999,highway,110.86818161003274,1,33.9,medium,97.89842284272709
3000.0,,,Premium,8.075,highway,82.50047187949606,1,36.3,medium,158.08960745203598
3000.0,,,Premium,8.075,city,32.766978730680655,1,36.2,low,103.99044329733411
4200.0,,,Premium,6.8,highway,68.60545956875036,1,31.1,high,47.878712832456145
4200.0,,,Premium,7.6499999999999995,highway,83.86858614196497,0,31.8,low,103.53094953564175
6000.0,,,Premium,5.1,city,29.8067758746199,1,35.6,medium,118.93920218990033
2500.0,,,Premium,8.924999999999999,highway,89.02382501759006,1,35.3,low,138.01519510985574
2000.0,,,Regular,8.924999999999999,highway,100.86030523141069,1,33.5,medium,151.48864922002835
2500.0,,,Premium,8.5,hilly,46.838829727875364,1,30.5,medium,128.3020637711321
2500.0,,,Premium,9.35,highway,95.25983941392226,0,31.9,low,128.81519928462586
2500.0,,,Premium,8.5,city,42.36517456679823,1,30.7,medium,81.51762830786137
2500.0,,,Premium,8.5,highway,74.49668524036278,1,34.5,medium,108.86750136630926
3000.0,,,Premium,8.924999999999999,hilly,43.53143932991313,0,34.6,medium,181.3297390754374
3000.0,,,Premium,8.5,highway,86.58351105212257,1,35.2,low,168.51983831386687
3000.0,,,Premium,8.924999999999999,city,39.476256280194384,1,32.7,medium,46.98925036018454
3000.0,,,Premium,8.924999999999999,highway,79.50622928641037,0,32.6,low,54.15760100342588
3000.0,,,Premium,8.075,highway,94.79009590223812,1,30.6,medium,76.89331504694273
1600.0,,,Regular,11.049999999999999,city,38.701039330364644,1,31.6,medium,139.18463038126282
2000.0,,,Regular,10.2,highway,98.70034393184896,1,32.4,medium,98.28166665853581
1600.0,,,Regular,11.475,highway,74.81526853382903,0,33.1,high,97.0083866707806
2200.0,,,Regular,10.625,highway,100.77477686732965,1,32.7,low,165.95411895977378
2200.0,,,Regular,11.475,highway,95.33202596270255,1,32.5,medium,156.92928461489635
2000.0,,,Regular,9.35,city,37.77251960491776,0,33.1,medium,191.89965987164027
2000.0,,,Regular,9.35,hilly,48.589865922965195,1,34.9,medium,121.08244659899452
2400.0,,,Regular,8.924999999999999,highway,94.10103391523344,0,35.5,medium,161.8808904936549
2400.0,,,Regular,10.2,highway,77.39617028586206,0,31.2,low,94.34686794764286
3000.0,,,Premium,8.924999999999999,city,25.931284056328273,0,32.8,low,98.59892255110665
3000.0,,,Premium,8.924999999999999,city,32.31197722941323,1,35.0,medium,112.768763061887
3000.0,,,Premium,8.924999999999999,highway,96.92257470694865,1,32.7,medium,229.61311162331626
2800.0,,,Regular,8.075,city,37.04404978487319,0,36.7,medium,112.0986165966666
2400.0,,,Regular,9.35,hilly,45.39721420274401,1,34.6,low,84.16767665521786
2700.0,,,Regular,8.5,hilly,71.1196227380598,0,28.5,medium,62.55618576522275
1600.0,,,Regular,11.049999999999999,highway,93.0687507948381,1,34.4,low,106.11531258788264
1600.0,,,Regular,11.475,city,42.23256540701935,1,35.6,medium,154.36699290886543
2000.0,,,Regular,9.35,highway,86.70020239455167,1,29.4,low,154.24335334975748
2000.0,,,Regular,9.35,city,40.063473427925345,0,32.3,medium,39.367309070582465
2000.0,,,Regular,10.625,highway,90.11617756303697,1,34.6,high,92.65277124073754
2000.0,,,Regular,11.9,city,24.765522008504988,0,32.2,low,117.54627801127933
2400.0,,,Premium,9.35,hilly,44.23528961305803,0,31.6,low,68.50083965201016
2400.0,,,Regular,8.924999999999999,city,41.75109397137452,1,30.7,medium,140.30691002748208
2800.0,,,Regular,7.225,city,41.24997610016126,0,31.7,medium,109.90536361218535
2400.0,,,Regular,10.2,hilly,37.397364370485725,1,32.6,medium,163.66257610573572
3000.0,,,Premium,8.924999999999999,highway,94.6195658550698,1,35.1,medium,144.62588221412358
3000.0,,,Premium,8.924999999999999,highway,84.0657182851807,1,36.5,medium,85.55773674206449
3000.0,,,Premium,8.924999999999999,hilly,47.75741798543747,0,34.5,low,164.26674829734173
2000.0,,,Regular,10.625,highway,92.65198143435708,1,32.7,low,77.57684489528236
2000.0,,,Regular,10.2,city,30.71096023236575,1,33.7,high,142.30828532984543
2000.0,,,Regular,11.475,highway,80.64670715404678,0,35.0,low,144.2965089613396
2000.0,,,Regular,10.625,highway,77.26487371550861,1,32.8,high,81.75954406460181
2000.0,,,Premium,8.924999999999999,hilly,62.31660808612423,1,31.0,low,118.46964545204976
2300.0,,,Regular,10.2,city,42.61518564084193,1,32.5,low,132.73278256830827
2000.0,,,Regular,9.35,highway,92.73395307635889,0,31.8,high,97.16949022120633
2300.0,,,Regular,10.625,city,29.23851643569092,1,32.5,low,165.15802525609206
1700.0,,,Regular,13.6,highway,93.33473712476638,1,29.2,high,133.56981390419014
1700.0,,,Regular,12.325,highway,98.63101627644437,1,35.8,low,51.329943633038994
1700.0,,,Regular,12.75,highway,85.69800601750559,0,33.8,low,84.92766276874326
1700.0,,,Regular,12.75,city,39.29049174889961,1,28.0,medium,45.627595084859934
1700.0,,,Regular,12.75,city,34.70979457955702,0,32.8,high,148.68717337847548
1700.0,,,Regular,14.45,city,32.54786375525118,1,37.5,low,64.79332244556726
2000.0,,,Regular,10.625,city,40.04343683535865,1,32.0,medium,161.201389889688
1300.0,,,Regular,17.0,city,36.88812963732998,1,31.3,low,88.8740204082219
1300.0,,,Regular,17.425,highway,79.09092094182039,0,34.7,high,105.19022723324069
2000.0,,,Regular,10.625,city,31.47671858086683,0,30.1,low,130.40946371212212
1300.0,,,Regular,17.0,city,45.49908341138365,1,34.2,low,149.55676620374513
1300.0,,,Regular,17.425,highway,80.10063934691235,1,30.9,high,91.41868406045083
1500.0,,,Regular,11.049999999999999,city,34.56590903113054,1,32.3,low,190.75404540413427
1500.0,,,Regular,11.9,city,36.24552613438471,0,35.5,low,34.316784945743294
1600.0,,,Regular,11.049999999999999,hilly,68.0944485072207,0,30.0,medium,177.9015138841098
1600.0,,,Regular,11.475,city,28.556193018895108,0,33.1,medium,182.78869149213108
2000.0,,,Regular,10.2,city,36.49338618371851,0,33.9,medium,109.35786093649016
2000.0,,,Regular,11.049999999999999,highway,103.00356952551026,0,33.3,low,145.68912624293822
3500.0,,,Regular,8.5,city,35.515479723157334,1,32.5,high,58.410016467907546
3500.0,,,Premium,8.5,city,27.034021453784987,0,33.1,medium,116.7049768855899
2600.0,,,Premium,7.6499999999999995,city,24.228440623834075,0,28.8,high,62.2987585549854
2000.0,,,Regular,10.2,city,38.065018430528006,0,35.8,low,109.05923443927023
3500.0,,,Regular,8.075,highway,89.44626886816268,1,33.4,low,128.27709965596065
3500.0,,,Regular,7.6499999999999995,city,37.17105349710141,0,34.8,low,164.88719324989265
3500.0,,,Premium,8.075,city,35.846620625737835,0,32.2,medium,155.61397460377188
4500.0,,,Premium,7.6499999999999995,city,35.734358281979475,1,32.8,high,230.46085124511475
2500.0,,,Premium,8.075,hilly,29.48969144671898,0,35.9,high,139.35283504218617
3000.0,,,Premium,7.6499999999999995,city,34.34493424201282,1,30.7,medium,102.55847136179696
1600.0,,,Regular,10.625,highway,97.87410607916188,1,35.1,high,98.64619515464226
1600.0,,,Regular,10.2,city,39.72409583149637,0,34.9,low,189.71186945156515
1600.0,,,Regular,11.049999999999999,hilly,66.50040658505431,1,37.6,medium,173.6513983982699
1600.0,,,Regular,10.625,city,33.758031428460725,0,32.9,low,198.43813423917808
2800.0,,,Regular,8.075,city,38.72357295846835,0,32.4,low,146.37927516977146
1800.0,,,Regular,9.35,highway,82.56049130426895,0,35.0,medium,139.55935590747885
1800.0,,,Regular,10.2,city,26.043836147871772,1,31.0,high,98.40934709265774
3000.0,,,Premium,7.6499999999999995,highway,79.6008941390009,1,35.4,medium,129.40201864584822
3000.0,,,Premium,7.6499999999999995,highway,87.0122259212,0,31.4,low,121.55967396905328
2000.0,,,Regular,11.475,highway,94.46164701162103,0,33.1,medium,164.7705545722965
2000.0,,,Regular,11.049999999999999,city,36.460760763315676,0,34.4,high,131.3353579206514
2000.0,,,Regular,11.049999999999999,highway,97.9339289576296,0,33.9,medium,103.30904425747428
2300.0,,,Regular,10.625,city,43.941276931004595,1,32.6,low,91.70025895614978
2300.0,,,Regular,9.775,hilly,42.83637565986258,0,33.3,medium,75.797710171051
2600.0,,,Premium,8.075,highway,89.81039749311199,1,31.1,medium,106.65234443016314
2800.0,,,Regular,8.075,highway,91.75883317864219,0,31.4,high,137.16753259569782
3200.0,,,Premium,8.5,highway,65.55209055875679,0,32.4,low,64.6836047759215
1800.0,,,Premium,9.775,highway,89.00000012692574,1,33.9,medium,137.95779767773683
1800.0,,,Premium,9.775,highway,83.01809530296102,0,34.1,low,95.60026228386135
1800.0,,,Premium,9.775,city,33.919170653215104,1,34.8,medium,51.41272005740569
1800.0,,,Premium,9.775,highway,97.6340892581593,0,30.3,medium,160.36393693575744
2600.0,,,Premium,8.075,city,47.54225721828365,1,35.0,low,122.94617534853596
2600.0,,,Premium,8.075,city,34.96881926917557,1,33.7,high,106.16800290076718
3200.0,,,Premium,6.8,highway,93.12367624720935,0,33.5,high,81.61955852475973
3200.0,,,Premium,8.075,city,41.3114457251085,0,32.7,medium,146.49850759964784
3200.0,,,Premium,8.075,highway,101.93699143942779,1,33.6,high,112.64057940362244
1600.0,,,Regular,11.049999999999999,city,41.458569679366526,0,29.6,medium,43.38829485820543
5000.0,,,Premium,7.225,city,33.467207483042465,0,28.1,medium,174.88107435498435
5400.0,,,Premium,6.375,highway,96.23912475316372,1,33.1,medium,94.17627085273936
